"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.083058484E1,-3.665320575E-2,3.919434547E-2,2.632141113E-3
5.084074719E1,-2.853080630E-2,5.167528987E-2,1.209545135E-2
5.085090954E1,-1.811154187E-2,6.391091645E-2,2.612018585E-2
5.086107190E1,-1.261967421E-2,8.070155978E-2,2.339649200E-2
5.087123425E1,-2.499148250E-3,7.592844963E-2,1.354694366E-2
5.088139660E1,-6.675586104E-3,7.371500134E-2,6.281852722E-3
5.089155896E1,-8.373275399E-3,6.465134025E-2,3.805160522E-3
5.090172131E1,-7.614538074E-3,6.099513173E-2,-5.709648132E-3
5.091188367E1,-1.868732274E-2,5.541653931E-2,-1.035594940E-2
5.092204602E1,-2.245400846E-2,3.852777183E-2,-3.087997437E-3
5.093220837E1,-1.435898244E-2,2.682685852E-2,1.654624939E-3
5.094237072E1,-1.558145881E-2,4.139485955E-2,6.341934204E-3
5.095253308E1,-9.509041905E-3,4.402063787E-2,1.337051392E-2
5.096272595E1,-1.041442156E-2,5.126576126E-2,-1.054763794E-3
5.097288830E1,-1.836188138E-2,5.385904014E-2,1.307487488E-3
5.098305066E1,-2.651384473E-2,4.945077002E-2,2.967834473E-2
5.099321301E1,-2.313221991E-2,6.189437211E-2,4.802513123E-2
5.100337536E1,-3.162664175E-2,6.690219045E-2,5.420589447E-2
5.101353772E1,-3.750906885E-2,6.692959368E-2,3.661155701E-3
5.102370007E1,-2.445252240E-2,5.527378619E-2,-3.886318207E-2
5.103386242E1,-1.448704302E-2,4.432271421E-2,-3.113365173E-2
5.104402478E1,-3.646712005E-2,3.883583844E-2,4.026603699E-2
5.105418713E1,-2.532176673E-2,4.756970704E-2,1.812839508E-2
5.106434948E1,2.177231014E-2,5.417163670E-2,-1.028594971E-1
5.107451184E1,5.059249699E-2,5.038771033E-2,-1.673030853E-1
5.108470471E1,4.196035862E-2,4.644480348E-2,-1.244125366E-1
5.109486706E1,-7.277309895E-3,2.037611604E-2,-3.251171112E-2
5.110502942E1,-6.867831945E-2,4.568666220E-3,6.950473785E-2
5.111519177E1,-6.826423109E-2,1.904606819E-2,3.971576691E-2
5.112535412E1,-1.801513135E-2,5.901079625E-2,-1.100339890E-1
5.113551648E1,1.717385650E-2,7.831124216E-2,-1.625795364E-1
5.114567883E1,-8.431121707E-3,8.745639771E-2,-3.928947449E-2
5.115584118E1,-6.589676440E-2,9.498703480E-2,1.361541748E-1
5.116600354E1,-7.305206358E-2,1.016597003E-1,2.258491516E-1
5.117616589E1,-5.505411327E-2,8.257561922E-2,1.958808899E-1
5.118632825E1,-1.737244427E-2,5.686099827E-2,9.319400787E-2
5.119649060E1,5.024552345E-3,2.089005709E-2,-5.271053314E-2
5.120665295E1,7.679939270E-3,-2.698577940E-3,-1.345815659E-1
5.121684582E1,1.579612494E-3,-1.298810169E-2,-1.465349197E-1
5.122700818E1,-3.172732890E-2,-2.642093599E-2,-1.133604050E-1
5.123717053E1,-4.935944080E-2,-2.943590283E-3,-5.713462830E-2
5.124733288E1,-5.661723018E-2,2.305515110E-2,5.559921265E-4
5.125749524E1,-3.776438534E-2,6.985177100E-2,3.838348389E-2
5.126765759E1,-7.396325469E-3,1.036244482E-1,5.425071716E-2
5.127781994E1,8.965581656E-4,1.174462885E-1,3.680610657E-2
5.128798230E1,1.102672517E-2,1.073227599E-1,7.809638977E-3
5.129814465E1,1.139867306E-2,8.335922658E-2,-1.771926880E-3
5.130830700E1,2.274215221E-3,5.324315280E-2,-1.354885101E-2
5.131849988E1,-1.647055149E-3,2.162724361E-2,-3.788948059E-3
5.132866223E1,-7.468789816E-3,-2.052661031E-3,3.417968750E-3
5.133882458E1,-1.752246916E-2,1.453453675E-2,5.784034729E-3
5.134898694E1,-8.733049035E-3,1.617723703E-2,1.008033752E-3
5.135914929E1,-2.696885169E-2,2.178914472E-2,8.630847931E-2
5.136931164E1,-5.736465752E-2,3.054140508E-2,1.912031174E-1
5.137947400E1,-3.241054714E-2,3.668059409E-2,8.618927002E-2
5.138963635E1,1.708103716E-2,4.613612592E-2,-1.208333969E-1
5.139982922E1,1.923823357E-2,3.734596819E-2,-2.201824188E-1
5.140999158E1,-3.377272189E-2,2.870119363E-2,-1.524810791E-1
5.142015393E1,-7.078576088E-2,2.903932333E-2,-2.929496765E-2
5.143031628E1,-5.103531480E-2,4.416568577E-2,5.159568787E-2
5.144047864E1,-2.683196962E-2,5.836597085E-2,9.094429016E-2
5.145064099E1,-5.632862449E-3,6.154868752E-2,9.652042389E-2
5.146080334E1,2.654393017E-2,5.608891696E-2,7.600402832E-2
5.147096570E1,2.438251674E-2,4.023049027E-2,4.407501221E-2
5.148112805E1,1.035460830E-2,1.687129587E-2,2.198123932E-2
5.149129040E1,-2.918936312E-2,1.036699116E-2,-1.384735107E-2
5.150145276E1,-4.162327945E-2,6.523728371E-3,-3.720188141E-2
5.151161511E1,-3.902824223E-2,1.735477149E-2,-4.359340668E-2
5.152177746E1,-4.338067770E-2,3.089445829E-2,-1.446533203E-2
5.153193982E1,-4.317656159E-2,5.865682662E-2,7.055282593E-3
5.154213269E1,-4.108065367E-2,6.720599532E-2,9.241104126E-3
5.155229504E1,-3.217449784E-2,7.337783277E-2,-9.799003601E-3
5.156245740E1,-9.318649769E-3,6.817495823E-2,-1.189994812E-2
5.157261975E1,-1.742136478E-2,6.852842867E-2,7.338523865E-3
5.158278210E1,-1.067002118E-2,6.278309226E-2,4.902839661E-3
5.159294446E1,-1.774868369E-2,5.825416744E-2,-5.652713776E-2
5.160310681E1,-2.888660133E-2,3.896072507E-2,-9.318161011E-2
5.161326916E1,-3.036043048E-2,2.922827005E-2,-1.245212555E-1
5.162343152E1,-2.762266994E-2,2.661761642E-2,-1.150197983E-1
5.163359387E1,-1.847505569E-2,3.283764422E-2,-5.600929260E-2
5.164375622E1,-1.251345873E-2,3.474514186E-2,9.160995483E-3
5.165394909E1,-1.388867199E-2,2.452842891E-2,6.369876862E-2
5.166411145E1,-1.284913719E-2,2.958184481E-2,9.844875336E-2
5.167427380E1,-4.437729716E-3,2.796024084E-2,1.041440964E-1
5.168443616E1,-6.307065487E-4,3.147619963E-2,1.050014496E-1
5.169459851E1,-3.813117743E-3,3.077131510E-2,5.611419678E-2
5.170476086E1,-1.392142475E-2,4.785543680E-2,-1.075649261E-2
5.171492322E1,-9.648516774E-3,4.344576597E-2,-5.993461609E-2
5.172508557E1,-1.727031171E-2,3.940877318E-2,-6.340694427E-2
5.173524792E1,-1.545692980E-2,2.660074830E-2,-3.365325928E-2
5.174541028E1,-1.623518765E-2,2.136927843E-2,-4.381179810E-3
5.175557263E1,-1.976448298E-2,8.934617043E-3,7.789611816E-3
5.176576550E1,-1.623128355E-2,1.047563553E-2,2.210044861E-2
5.177592785E1,-3.390341997E-2,6.428271532E-3,4.328536987E-2
5.178609021E1,-2.991698682E-2,1.329934597E-2,5.220890045E-2
5.179625256E1,-3.522357345E-2,3.781968355E-2,6.095123291E-2
5.180641492E1,-3.562872112E-2,4.167467356E-2,4.589653015E-2
5.181657727E1,-3.110876679E-2,4.451683164E-2,7.400512695E-3
5.182673962E1,-1.726788282E-2,4.212158918E-2,-6.816864014E-3
5.183690198E1,-3.942863643E-2,4.171118140E-2,2.417182922E-2
5.184706433E1,-5.470606685E-2,3.853940964E-2,4.022312164E-2
5.185722668E1,-2.510495484E-2,5.186608434E-2,-8.823299408E-2
5.186738904E1,1.930469275E-2,4.747569561E-2,-2.378816605E-1
5.187755139E1,6.195829809E-2,3.894579411E-2,-2.357759476E-1
5.188774426E1,5.423185229E-2,4.489660263E-3,-5.872535706E-2
5.189790661E1,-2.549329400E-2,-2.467939258E-2,2.026281357E-1
5.190806897E1,-8.560061455E-2,-3.692016006E-2,1.872282028E-1
5.191823132E1,-4.927428067E-2,1.010808349E-2,-6.877613068E-2
5.192839368E1,-3.970116377E-4,6.865602732E-2,-2.350015640E-1
5.193855603E1,5.269184709E-3,9.067156911E-2,-1.076011658E-1
5.194871838E1,-3.302973509E-2,9.692510962E-2,1.569299698E-1
5.195888074E1,-6.332069635E-2,6.347897649E-2,2.417421341E-1
5.196904309E1,-6.823030114E-2,3.713059425E-2,1.147174835E-1
5.197920544E1,-3.514121473E-2,2.377370000E-2,-4.789447784E-2
5.198939831E1,-1.192197204E-2,-3.523319960E-3,-1.250305176E-1
5.199956067E1,3.529191017E-3,-2.957913280E-2,-1.157684326E-1
5.200972302E1,1.169458032E-2,-2.396765351E-2,-5.933284760E-2
5.201988537E1,-7.405996323E-3,-3.100970387E-2,1.025295258E-2
5.203004773E1,-5.024555326E-2,-8.747279644E-3,5.730152130E-2
5.204021008E1,-6.958894432E-2,3.748163581E-2,4.678821564E-2
5.205037243E1,-5.506506562E-2,7.702279091E-2,1.517963409E-2
5.206053479E1,-2.930577099E-2,9.426531196E-2,-1.634597778E-3
5.207069714E1,-4.750862718E-3,9.508201480E-2,-1.704216003E-3
5.208085950E1,1.660409570E-2,8.239033818E-2,1.005077362E-2
5.209102185E1,2.331216633E-2,4.681572318E-2,5.112648010E-3
5.210118420E1,1.586197317E-2,1.449117064E-2,1.443958282E-2
5.211137707E1,-5.572557449E-3,-5.384981632E-3,1.889610291E-2
5.212153943E1,-1.925529540E-2,2.886801958E-3,1.382160187E-2
5.213170178E1,-2.275592089E-2,2.921986580E-2,1.587677002E-2
5.214186413E1,7.275983691E-3,4.257953167E-2,-1.525402069E-2
5.215202649E1,1.515273750E-2,4.078274965E-2,2.290153503E-2
5.216218884E1,-2.280816436E-2,3.803777695E-2,1.546201706E-1
5.217235119E1,-3.880144656E-2,2.411806583E-2,9.011077881E-2
5.218251355E1,3.594681621E-3,2.370533347E-2,-1.102666855E-1
5.219267590E1,8.731603622E-3,3.668853641E-2,-1.958980560E-1
5.220283826E1,-2.163693309E-2,4.253211617E-2,-1.358480453E-1
5.221300061E1,-5.050870776E-2,5.518102646E-2,-1.061630249E-2
5.222316296E1,-5.645480752E-2,5.859506130E-2,9.348487854E-2
5.223332532E1,-4.127301276E-2,7.759037614E-2,1.155223846E-1
5.224348767E1,-2.627195418E-2,5.462959409E-2,8.508491516E-2
5.225368054E1,-4.295036197E-3,5.704134703E-2,2.911567688E-2
5.226384289E1,1.479801536E-2,3.302517533E-2,-1.166915894E-2
5.227400525E1,9.444758296E-3,2.341443300E-2,7.298469543E-3
5.228416760E1,-1.949942112E-2,1.122474670E-2,2.591228485E-2
5.229432995E1,-4.771678150E-2,8.998811245E-4,3.891944885E-3
5.230449231E1,-4.421368241E-2,9.161561728E-3,-3.187656403E-2
5.231465466E1,-3.560443223E-2,1.684129238E-2,-4.801940918E-2
5.232481701E1,-3.666357696E-2,3.105995059E-2,-1.664638519E-2
5.233497937E1,-3.098776937E-2,4.181098938E-2,3.536033630E-2
5.234517224E1,-3.046628833E-2,4.844334722E-2,4.623603821E-2
5.235533459E1,-2.057386935E-2,5.603057146E-2,4.513549805E-2
5.236549695E1,-1.777210832E-2,5.506211519E-2,4.161071777E-2
5.237565930E1,-2.418893576E-2,6.030806899E-2,3.810405731E-2
5.238582165E1,-2.788259089E-2,5.330109596E-2,-6.933212280E-4
5.239598401E1,-3.127488494E-2,3.707897663E-2,-2.693939209E-2
5.240614636E1,-2.966529131E-2,3.595350683E-2,-2.907466888E-2
5.241630871E1,-2.353225648E-2,2.857097983E-2,-1.705265045E-2
5.242647107E1,-2.731719613E-2,3.630749881E-2,-9.903907776E-3
5.243663342E1,-2.418756485E-2,4.237943888E-2,-9.998321533E-3
5.244679577E1,-3.297100961E-2,5.166441202E-2,-1.944351196E-2
5.245695813E1,-2.001541853E-2,6.408086419E-2,-1.689624786E-2
5.246712048E1,-1.159244776E-2,6.784422696E-2,-9.624481201E-3
5.247731335E1,-7.394403219E-4,6.994688511E-2,-2.848720551E-2
5.248747571E1,-6.959706545E-3,7.756301761E-2,-3.755569458E-2
5.249763806E1,-8.823215961E-3,7.418514788E-2,-2.989578247E-2
5.250780041E1,-6.388619542E-3,5.962795019E-2,-8.218765259E-3
5.251796277E1,-1.379787922E-2,5.537042022E-2,2.260398865E-2
5.252812512E1,-1.403558254E-2,4.410701990E-2,4.337406158E-2
5.253828747E1,-2.359652519E-2,4.716058075E-2,4.491233826E-2
5.254844983E1,-2.321650088E-2,5.741366744E-2,3.467559814E-2
5.255861218E1,-2.740286291E-2,6.081274152E-2,-6.095886230E-3
5.256877453E1,-1.276761293E-2,6.028975546E-2,-3.435516357E-2
5.257893689E1,-2.474069595E-2,6.327541173E-2,-2.194118500E-2
5.258909924E1,-2.747181058E-2,6.216233969E-2,1.855754852E-2
5.259926159E1,-3.982461989E-2,5.437691510E-2,4.424858093E-2
5.260942395E1,-3.051543236E-2,4.668290913E-2,4.823398590E-2
5.261958630E1,-2.368986607E-3,4.598689079E-2,6.402778625E-2
5.262977917E1,-5.319392681E-2,4.015009105E-2,9.599876404E-2
5.263994153E1,-5.391894281E-2,7.664361596E-2,3.751087189E-2
5.265010388E1,-3.165006638E-5,8.229020238E-2,-1.192350388E-1
5.266026623E1,4.199630022E-2,7.336254418E-2,-2.045440674E-1
5.267042859E1,4.606339335E-2,5.525629222E-2,-1.348180771E-1
5.268059094E1,1.214662194E-2,3.198866546E-2,7.041931152E-3
5.269075329E1,-5.954030156E-2,2.094805241E-3,1.630697250E-1
5.270091565E1,-9.491281211E-2,-6.490498781E-4,1.577529907E-1
5.271107800E1,-3.260982037E-2,2.799865603E-2,-1.035881042E-2
5.272124035E1,5.277842283E-3,5.385746062E-2,-1.021671295E-1
5.273140271E1,-2.439484000E-2,8.567826450E-2,-1.748657227E-2
5.274156506E1,-8.111038804E-2,1.065261960E-1,1.270866394E-1
5.275175793E1,-7.607668638E-2,1.153476685E-1,1.863412857E-1
5.276192029E1,-5.158224702E-2,1.068961471E-1,1.335763931E-1
5.277208264E1,-1.518234611E-2,8.129982650E-2,1.076221466E-2
5.278224499E1,5.985915661E-3,4.232329130E-2,-1.241102219E-1
5.279240735E1,1.215575635E-2,6.427764893E-4,-1.975822449E-1
5.280256970E1,6.918177009E-3,-3.600993752E-2,-1.822834015E-1
5.281273205E1,-2.723897994E-2,-5.418136716E-2,-1.009883881E-1
5.282289441E1,-6.634554267E-2,-4.096105695E-2,2.050399780E-4
5.283305676E1,-7.087531686E-2,1.827798784E-2,9.497642517E-2
5.284321911E1,-4.494440556E-2,6.234374642E-2,1.361083984E-1
5.285338147E1,-8.364170790E-3,9.116771817E-2,1.148977280E-1
5.286354382E1,1.762096584E-2,1.052646488E-1,5.387878418E-2
5.287373669E1,3.601288795E-2,9.178969264E-2,-1.558876038E-2
5.288389905E1,1.872676611E-2,5.214110017E-2,-4.365348816E-2
5.289406140E1,4.313886166E-3,1.785200834E-2,-3.820228577E-2
5.290422375E1,-1.205492020E-2,-6.560862064E-3,2.861022949E-4
5.291438611E1,-1.634584367E-2,-1.959270239E-2,4.988002777E-2
5.292454846E1,-2.038279176E-2,-2.422253788E-2,6.786632538E-2
5.293471081E1,-2.664704621E-2,-2.339737117E-2,4.057502747E-2
5.294487317E1,-1.619404554E-2,4.381090403E-3,-3.353500366E-2
5.295503552E1,-3.678420186E-2,1.485781372E-2,-1.872158051E-2
5.296522839E1,-5.664099753E-2,2.480417490E-2,6.422042847E-2
5.297539075E1,-3.735475242E-2,4.093861580E-2,3.685283661E-2
5.298555310E1,8.747309446E-3,6.139655411E-2,-8.911609650E-2
5.299571545E1,6.784841418E-3,8.503268659E-2,-1.017408371E-1
5.300587781E1,-4.599355161E-2,8.399266005E-2,-4.096698761E-2
5.301604016E1,-5.438470840E-2,6.770095229E-2,-2.136230469E-4
5.302620251E1,-4.924234748E-2,7.139196992E-2,6.829261780E-3
5.303636487E1,-3.744660318E-2,6.117306650E-2,2.793025970E-2
5.304652722E1,-1.220750809E-2,7.940256596E-2,6.046867371E-2
5.305668957E1,1.676620543E-2,9.205004573E-2,9.020996094E-2
5.306685193E1,1.871633530E-2,7.798387110E-2,1.146287918E-1
5.307701428E1,-3.108322620E-3,5.843611062E-2,8.894729614E-2
5.308717663E1,-2.890190482E-2,2.921938896E-2,4.241275787E-2
5.309736950E1,-3.734868765E-2,1.938684285E-2,-4.114627838E-2
5.310753186E1,-3.609502316E-2,2.233012021E-2,-1.398134232E-1
5.311769421E1,-1.836307347E-2,2.688577771E-2,-2.415552139E-1
5.312785656E1,-3.448176384E-2,1.709475368E-2,-2.800035477E-1
5.313801892E1,-3.133235872E-2,2.392952144E-2,-1.001939774E-1
5.314818127E1,1.528130472E-2,3.334127367E-2,1.804342270E-1
5.315834363E1,4.563695192E-2,3.083726764E-2,3.190765381E-1
5.316850598E1,3.821510077E-2,4.381362349E-2,2.544689178E-1
5.317866833E1,7.023155689E-3,7.069648802E-2,7.282352448E-2
5.318883069E1,-1.941186190E-2,8.035509288E-2,-1.033821106E-1
5.319899304E1,-2.202352881E-2,8.473896980E-2,-1.962108612E-1
5.320918591E1,-5.473941565E-3,9.181682020E-2,-1.999206543E-1
5.321934826E1,-1.030746102E-2,6.341657043E-2,-1.327323914E-1
5.322951062E1,-2.691712976E-2,4.394211620E-2,-6.676197052E-2
5.323967297E1,-5.994920433E-2,2.516723424E-2,-2.067756653E-2
5.324983533E1,-7.161396742E-2,1.788453013E-2,4.832267761E-2
5.325999768E1,-6.415526569E-2,1.415158063E-2,1.041517258E-1
5.327016003E1,-3.537340462E-2,2.743826807E-2,1.260042191E-1
5.328032239E1,-1.411966980E-2,4.100690782E-2,1.001701355E-1
5.329048474E1,1.084953547E-4,6.235442311E-2,5.349159241E-2
5.330064709E1,-1.373414695E-2,7.076830417E-2,1.006698608E-2
5.331080945E1,-2.685767412E-2,6.750179082E-2,-3.269481659E-2
5.332097180E1,-2.063541114E-2,5.088018626E-2,-5.338954926E-2
5.333116467E1,-1.675918698E-2,2.628785372E-2,-5.481719971E-2
5.334132702E1,-1.081876457E-2,1.979573071E-2,-5.391788483E-2
5.335148938E1,-5.446732044E-3,2.146962285E-2,-5.767250061E-2
5.336165173E1,-2.437393367E-2,3.795675933E-2,-2.837467194E-2
5.337181409E1,-3.602027893E-2,5.180060863E-2,3.594684601E-2
5.338197644E1,-3.796830773E-2,5.754686892E-2,6.375598907E-2
5.339213879E1,-2.785617113E-2,5.722708255E-2,6.739807129E-2
5.340230114E1,-1.793102920E-2,4.856014252E-2,9.467220306E-2
5.341246350E1,-4.438033700E-2,5.551403016E-2,9.539413452E-2
5.342262585E1,-3.561288118E-2,5.684324354E-2,2.036476135E-2
5.343278821E1,1.808211207E-2,5.840836465E-2,-1.171903610E-1
5.344298108E1,5.562134087E-2,3.584401309E-2,-1.648216248E-1
5.345314343E1,6.260111928E-2,4.184151813E-2,-1.289386749E-1
5.346330578E1,1.237717271E-2,2.802845091E-2,-6.047248840E-2
5.347346814E1,-5.683121085E-2,5.510866642E-3,4.208850861E-2
5.348363049E1,-6.177359819E-2,1.826293766E-2,2.462005615E-2
5.349379284E1,-1.037487388E-2,2.570721507E-2,-7.981967926E-2
5.350395520E1,8.826971054E-3,4.301632941E-2,-9.732151031E-2
5.351411755E1,-1.136845350E-2,5.372903123E-2,8.285522461E-3
5.352427990E1,-5.639152229E-2,7.878976315E-2,9.314060211E-2
5.353444226E1,-7.494342327E-2,9.778366983E-2,1.197910309E-1
5.354460461E1,-5.643652380E-2,1.032814682E-1,1.034507751E-1
5.355479748E1,-2.015784383E-2,9.766027331E-2,4.021263123E-2
5.356495984E1,-4.343390465E-4,7.444953918E-2,-1.487541199E-2
5.357512219E1,1.925207675E-2,4.622435197E-2,-5.960273743E-2
5.358528454E1,-8.557736874E-4,1.722801477E-3,-9.648227692E-2
5.359544690E1,-3.398682177E-2,-2.994776517E-2,-1.445541382E-1
5.360560925E1,-7.547417283E-2,-4.613941163E-2,-1.965074539E-1
5.361577160E1,-8.104503155E-2,-4.409123957E-2,-2.119979858E-1
5.362593396E1,-7.502542436E-2,-2.198345214E-2,-1.090021133E-1
5.363609631E1,-3.123895824E-2,3.047727048E-2,1.057052612E-1
5.364625867E1,-2.076849341E-3,8.946012706E-2,3.001194000E-1
5.365642102E1,-6.186723709E-3,1.372660547E-1,3.611335754E-1
5.366658337E1,-1.258859038E-2,1.451693624E-1,2.887992859E-1
5.367674572E1,-3.104510903E-2,1.343077421E-1,1.350030899E-1
5.368690808E1,-1.643526554E-2,9.722553194E-2,1.458263397E-2
5.369710095E1,-1.633198559E-2,5.265292525E-2,-6.827640533E-2
5.370726330E1,-1.854079962E-2,4.640360922E-2,-1.026239395E-1
5.371742566E1,-1.094388962E-2,2.129330486E-2,-1.695089340E-1
5.372758801E1,-1.697108150E-3,6.260234863E-3,-2.304859161E-1
5.373775036E1,-3.625746071E-2,-1.789267734E-2,-1.200799942E-1
5.374791272E1,-4.907840490E-2,-2.664872259E-2,1.183996201E-1
5.375807507E1,8.201673627E-3,5.859490484E-3,2.391595840E-1
5.376823742E1,7.065474987E-2,3.770775720E-2,2.304191589E-1
5.377839978E1,4.481770098E-2,7.670220733E-2,1.012096405E-1
5.378856213E1,-3.631928563E-2,9.629991651E-2,-1.085271835E-1
5.379872448E1,-8.658292890E-2,9.433586150E-2,-2.412843704E-1
5.380888684E1,-6.999927759E-2,9.810540080E-2,-2.206182480E-1
5.381907971E1,-1.779930294E-2,9.253053367E-2,-1.011419296E-1
5.382924206E1,7.589995861E-3,7.635543495E-2,2.101421356E-2
5.383940442E1,3.443308175E-2,6.687976420E-2,1.056642532E-1
5.384956677E1,3.447905183E-2,4.658735543E-2,1.298036575E-1
5.385972912E1,1.069517434E-2,1.080194116E-2,7.074356079E-2
5.386989148E1,-2.940583229E-2,2.713635564E-3,-2.503395081E-2
5.388005383E1,-4.254248738E-2,2.537493035E-2,-8.607196808E-2
5.389021618E1,-4.341046512E-2,5.037806928E-2,-7.039070129E-2
5.390037854E1,-4.393103719E-2,6.073126197E-2,2.774620056E-2
5.391054089E1,-3.468430042E-2,6.544442475E-2,6.978797913E-2
5.392070325E1,-2.058556676E-2,6.424666196E-2,6.382560730E-2
5.393086560E1,-3.255902231E-2,4.568379372E-2,2.496337891E-2
5.394102795E1,-2.791839838E-2,4.116978496E-2,-8.483886719E-3
5.395122082E1,-1.640184224E-2,3.945919871E-2,-1.197814941E-3
5.396138318E1,-2.495646477E-3,4.049821198E-2,5.925178528E-3
5.397154553E1,-9.162724018E-5,3.722049296E-2,-1.545715332E-2
5.398170788E1,-9.193509817E-3,4.424460232E-2,-3.883838654E-2
5.399187024E1,-2.744908631E-2,3.790001571E-2,-4.755973816E-2
5.400203259E1,-3.859499097E-2,3.477064520E-2,-2.306175232E-2
5.401219494E1,-4.941186309E-2,2.959218621E-2,8.054733276E-3
5.402235730E1,-4.124161601E-2,4.572702199E-2,1.962947845E-2
5.403251965E1,-2.409744263E-2,4.965084046E-2,3.929138184E-4
5.404268200E1,-1.905389130E-2,4.418967664E-2,-2.092361450E-2
5.405284436E1,-9.416624904E-3,4.611304402E-2,-3.472137451E-2
5.406300671E1,-9.223461151E-3,5.306466669E-2,-4.123973846E-2
5.407319958E1,-6.644740701E-3,4.358290136E-2,-3.341674805E-2
5.408336194E1,-1.114541292E-2,6.267267466E-2,-9.264945984E-3
5.409352429E1,-1.558385789E-2,6.470295042E-2,2.927780151E-4
5.410372021E1,-5.382925272E-3,5.947072059E-2,2.391433716E-2
5.411388256E1,7.440388203E-3,5.396540463E-2,2.822399139E-2
5.412404491E1,1.783686876E-2,4.831781983E-2,6.488800049E-3
5.413420727E1,4.497721791E-3,3.569267690E-2,-3.001213074E-3
5.414436962E1,-8.770003915E-3,3.035034239E-2,-5.970001221E-4
5.415453198E1,-5.513471365E-2,3.215122968E-2,-2.660942078E-2
5.416469433E1,-6.296966970E-2,4.100666195E-2,-3.083133698E-2
5.417485668E1,-3.294429183E-2,4.997682571E-2,-2.323722839E-2
5.418504955E1,-3.008142114E-2,6.114009768E-2,2.211666107E-2
5.419521191E1,-5.393521488E-2,6.219699979E-2,3.820991516E-2
5.420537426E1,-4.238918424E-3,6.954785436E-2,-6.893920898E-2
5.421553661E1,3.096254170E-2,4.437889904E-2,-1.882467270E-1
5.422569897E1,4.293802381E-2,2.368375659E-2,-1.660766602E-1
5.423586132E1,2.627961338E-2,9.575180709E-3,-9.241294861E-2
5.424602367E1,-1.912301779E-2,-3.842525184E-3,1.080131531E-2
5.425618603E1,-6.443122029E-2,5.780778825E-3,1.003389359E-1
5.426634838E1,-5.977523327E-2,1.141862571E-2,-8.392333984E-4
5.427651074E1,-1.078595221E-2,3.775203973E-2,-1.521224976E-1
5.428667309E1,1.035004854E-2,4.824256897E-2,-1.541996002E-1
5.429683544E1,-1.327794790E-2,6.017807126E-2,-3.112983704E-2
5.430699780E1,-5.413234234E-2,6.781731546E-2,1.418285370E-1
5.431716015E1,-7.196958363E-2,8.602063358E-2,2.598962784E-1
5.432735302E1,-5.573742092E-2,9.211572260E-2,2.909336090E-1
5.433751537E1,-1.858885586E-2,1.025151387E-1,1.962022781E-1
5.434767773E1,2.268195152E-3,8.998543769E-2,7.238864899E-2
5.435784008E1,1.818168163E-2,7.324399799E-2,-2.802658081E-2
5.436800243E1,6.026789546E-3,3.262288868E-2,-7.941913605E-2
5.437816479E1,-2.199998498E-2,2.122050524E-2,-8.990383148E-2
5.438832714E1,-6.603832543E-2,2.232907712E-2,-1.002206802E-1
5.439848949E1,-8.615772426E-2,1.883261651E-2,-7.967185974E-2
5.440865185E1,-6.854754686E-2,4.335018992E-2,-5.237007141E-2
5.441881420E1,-4.917204380E-2,5.660752952E-2,-1.369476318E-2
5.442900707E1,-1.623867452E-2,6.508827209E-2,5.262088776E-2
5.443916943E1,-6.535649300E-4,8.405908197E-2,1.439189911E-1
5.444933178E1,7.467284799E-3,7.714447379E-2,2.005577087E-1
5.445949413E1,1.527369022E-3,7.526051998E-2,1.830291748E-1
5.446965649E1,-3.863587976E-3,6.931908429E-2,9.722518921E-2
5.447981884E1,-4.051089287E-3,4.866341129E-2,-1.242637634E-3
5.448998119E1,-6.351366639E-3,4.296858236E-2,-7.680511475E-2
5.450014355E1,9.637176991E-4,2.205282450E-2,-8.018779755E-2
5.451030590E1,-1.518025994E-3,1.148320735E-4,1.719474792E-3
5.452046825E1,-3.971514106E-2,2.339327335E-2,1.293506622E-1
5.453063061E1,-4.134474695E-2,2.834453806E-2,5.837535858E-2
5.454082348E1,-2.296298742E-3,3.721960634E-2,-1.364641190E-1
5.455098583E1,1.199427247E-2,4.021525383E-2,-2.285280228E-1
5.456114819E1,-3.955459595E-2,5.291656405E-2,-1.490039825E-1
5.457131054E1,-7.321022451E-2,6.043568254E-2,-2.597618103E-2
5.458147289E1,-6.622470915E-2,7.071195543E-2,7.841873169E-2
5.459163525E1,-3.226466477E-2,8.715620637E-2,1.314344406E-1
5.460179760E1,-4.316717386E-4,8.764735609E-2,1.268262863E-1
5.461195995E1,2.366188169E-2,8.464016020E-2,8.687019348E-2
5.462212231E1,1.426544785E-2,5.987913162E-2,2.867031097E-2
5.463228466E1,9.645372629E-3,2.634971403E-2,-4.900932312E-3
5.464244701E1,-1.607368886E-2,1.165565103E-3,-1.423263550E-2
5.465260937E1,-4.605023563E-2,5.851605907E-3,-2.347660065E-2
5.466280224E1,-4.720818996E-2,2.797855809E-2,-6.561088562E-2
5.467296459E1,-5.554652214E-2,5.564498529E-2,-6.446266174E-2
5.468312695E1,-4.024986923E-2,7.199732959E-2,-3.722858429E-2
5.469328930E1,-4.447288811E-2,6.725005805E-2,8.415222168E-3
5.470345165E1,-3.221258521E-2,5.765423179E-2,5.562019348E-2
5.471361401E1,-2.028313279E-2,6.672462821E-2,6.180572510E-2
