"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.659538426E1,-8.551133424E-2,7.650989294E-2,2.597999573E-2
1.660554662E1,-6.395830959E-2,4.281421006E-2,-4.994010925E-2
1.661570897E1,-4.742874205E-2,2.190321684E-2,-8.912086487E-2
1.662587132E1,-2.732820064E-2,-1.697972417E-2,-7.796478271E-2
1.663603368E1,-5.762428045E-4,-4.777789116E-2,-5.519676208E-2
1.664622655E1,-8.540727198E-3,-5.920787156E-2,-4.453659058E-3
1.665638890E1,-2.858535200E-2,-4.743589461E-2,3.360176086E-2
1.666655125E1,-4.453925043E-2,-1.561328769E-3,3.795909882E-2
1.667671361E1,-4.079268873E-2,4.493428767E-2,9.108543396E-3
1.668687596E1,-2.349139750E-2,9.275914729E-2,-1.923084259E-2
1.669703832E1,-1.681243628E-2,1.140285879E-1,-1.399707794E-2
1.670720067E1,-2.313522995E-2,1.045928150E-1,3.370475769E-2
1.671736302E1,-6.375171244E-3,9.319844842E-2,4.753112793E-2
1.672752538E1,7.848553360E-3,5.605855584E-2,4.929161072E-2
1.673768773E1,2.262871712E-2,4.834666848E-2,2.732467651E-2
1.674785008E1,9.786196053E-3,4.144296050E-2,-3.203868866E-2
1.675801244E1,4.820860922E-3,1.918923855E-2,-6.429958344E-2
1.676817479E1,-7.174447179E-3,3.036916256E-3,-4.642105103E-2
1.677836766E1,-1.260729879E-2,1.120781898E-2,-5.022048950E-3
1.678853001E1,-9.524598718E-3,1.380696893E-2,1.325063705E-1
1.679869237E1,-2.361533791E-2,1.669985056E-2,8.294963837E-2
1.680885472E1,-8.636116982E-3,2.316489816E-2,-1.451463699E-1
1.681901708E1,2.845633030E-2,4.266688228E-2,-1.633663177E-1
1.682917943E1,2.690492570E-2,6.590753794E-2,-4.194259644E-3
1.683934178E1,-2.056747675E-2,5.106794834E-2,7.649230957E-2
1.684950414E1,-3.515553474E-2,3.052744269E-2,7.783699036E-2
1.685966649E1,-4.263290763E-2,3.768178821E-2,4.601860046E-2
1.686982884E1,-3.810568154E-2,4.384002090E-2,2.188873291E-2
1.687999120E1,-7.739454508E-3,5.181086063E-2,2.885627747E-2
1.689018407E1,1.679230481E-2,5.683577061E-2,2.145385742E-2
1.690034642E1,4.498399794E-3,3.527563810E-2,3.546905518E-2
1.691050877E1,-1.263017952E-2,1.811978221E-2,4.918670654E-2
1.692067113E1,-2.909126878E-2,-6.680756807E-3,2.722263336E-2
1.693083348E1,-2.763866633E-2,-1.304745674E-2,-1.503944397E-3
1.694099583E1,-1.622641832E-2,2.749878168E-2,-2.026081085E-2
1.695115819E1,-4.523599148E-2,3.877672553E-2,-3.399848938E-2
1.696132054E1,-6.464531273E-2,3.567406535E-2,-4.989337921E-2
1.697148290E1,-5.588077754E-2,4.219126701E-2,-4.662990570E-2
1.698164525E1,-4.292532802E-2,3.465867043E-2,-2.450752258E-2
1.699180760E1,-3.025988489E-2,3.188753128E-2,-3.786087036E-4
1.700196996E1,-2.232233435E-2,3.379589319E-2,2.063751221E-3
1.701213231E1,-2.585200220E-2,3.310734034E-2,-9.678840637E-3
1.702229466E1,-4.287289828E-2,2.545499802E-2,-1.893043518E-2
1.703248753E1,-4.263297468E-2,2.549973130E-2,-4.920959473E-2
1.704264989E1,-5.169827491E-2,1.907342672E-2,-6.236934662E-2
1.705281224E1,-6.110941619E-2,2.762722969E-2,-4.932594299E-2
1.706297459E1,-5.255170912E-2,3.146106005E-2,-2.472305298E-2
1.707313695E1,-2.597732842E-2,2.054789662E-2,-2.417945862E-2
1.708329930E1,6.772823632E-3,2.338412404E-2,-2.365589142E-2
1.709346166E1,3.915465623E-2,1.815074682E-2,-2.078056335E-2
1.710362401E1,4.534985870E-2,1.665398479E-2,-1.330375671E-2
1.711378636E1,3.299841285E-2,8.977919817E-3,1.059532166E-3
1.712394872E1,1.399712265E-2,1.841753721E-3,1.505851746E-2
1.713411107E1,-4.479795694E-3,7.074356079E-3,-1.946449280E-3
1.714427342E1,-1.542061567E-2,1.526382565E-2,-1.633739471E-2
1.715446629E1,-2.128258348E-2,3.364768624E-2,-1.165866852E-2
1.716462865E1,-5.484081805E-3,4.344373941E-2,1.183128357E-2
1.717479100E1,-8.838154376E-3,4.233741760E-2,1.828956604E-2
1.718495335E1,-1.444162428E-2,3.758552670E-2,-1.444816589E-3
1.719511571E1,-1.495369524E-2,4.386359453E-2,-1.130962372E-2
1.720527806E1,-1.719503850E-2,3.318324685E-2,2.157688141E-2
1.721544041E1,-2.294313908E-2,2.453288436E-2,6.803607941E-2
1.722560277E1,-4.687662423E-2,1.173436642E-3,8.066558838E-2
1.723576512E1,-8.895754814E-2,2.750232816E-2,7.751464844E-3
1.724592748E1,-6.398607045E-2,5.686038733E-2,-1.392822266E-1
1.725608983E1,-1.838414371E-2,7.223498821E-2,-1.725597382E-1
1.726625218E1,8.676499128E-4,7.882532477E-2,-9.661197662E-2
1.727641454E1,-4.192769527E-3,5.380266905E-2,-6.197547913E-2
1.728657689E1,-4.614849389E-2,1.249894500E-2,3.586864471E-2
1.729673924E1,-8.430822194E-2,1.063740253E-2,1.595783234E-2
1.730690160E1,-7.546205074E-2,1.721155643E-2,-1.358222961E-1
1.731706395E1,-3.353157640E-2,3.599685431E-2,-1.642570496E-1
1.732725682E1,-9.873658419E-4,5.260212719E-2,1.338005066E-2
1.733741917E1,1.481892914E-2,8.217263222E-2,1.735782623E-1
1.734758153E1,-7.749125361E-3,9.977512062E-2,1.442966461E-1
1.735774388E1,-2.269219607E-2,1.014474481E-1,4.475784302E-2
1.736790624E1,-5.279999226E-2,9.572131932E-2,-2.235698700E-2
1.737806859E1,-4.850267619E-2,8.328828216E-2,-3.865146637E-2
1.738823094E1,-3.500793874E-2,4.799737036E-2,-3.816223145E-2
1.739839330E1,-1.765351743E-2,2.750328183E-2,-1.401519775E-2
1.740855565E1,8.513353765E-3,-2.340938151E-2,7.362365723E-3
1.741874852E1,8.843906224E-3,-4.326833785E-2,7.113456726E-3
1.742891087E1,-1.575578749E-2,-3.715538234E-2,-2.212524414E-4
1.743907323E1,-3.464883566E-2,1.754686236E-3,-1.450920105E-2
1.744923558E1,-3.645381331E-2,6.158398837E-2,-2.847671509E-2
1.745939793E1,-2.940580249E-2,9.742309898E-2,2.686500549E-3
1.746956029E1,-2.558668703E-2,1.308937371E-1,2.860736847E-2
1.747972264E1,-1.511556655E-2,1.524933428E-1,5.171394348E-2
1.748988499E1,6.851069629E-3,1.314422637E-1,6.026840210E-2
1.750004735E1,2.132202685E-2,9.433494508E-2,5.210304260E-2
1.751020970E1,2.369530499E-2,4.855735973E-2,1.574230194E-2
1.752037206E1,1.167160273E-2,2.996644005E-2,-1.762580872E-2
1.753053441E1,6.836570799E-3,2.434097975E-2,-5.282878876E-2
1.754072728E1,1.390135288E-2,1.962899044E-2,-6.825733185E-2
1.755088963E1,-2.888560295E-3,2.039286122E-2,1.267862320E-1
1.756105199E1,-4.982025176E-2,2.952518687E-2,1.362085342E-1
1.757121434E1,-4.532938451E-2,6.149310246E-2,-4.819679260E-2
1.758137669E1,-1.611294597E-2,8.539795876E-2,-1.607189178E-1
1.759153905E1,8.116953075E-3,9.559504688E-2,-1.082105637E-1
1.760170140E1,-1.647819579E-2,8.429896086E-2,-1.182365417E-2
1.761186375E1,-4.650089890E-2,4.566875845E-2,2.611827850E-2
1.762202611E1,-4.585799575E-2,3.575574607E-2,3.510475159E-2
1.763218846E1,-3.337858617E-2,2.291441709E-2,2.030754089E-2
1.764235082E1,-1.650698483E-2,4.279150814E-2,1.994991302E-2
1.765251317E1,-2.790182829E-3,5.699188262E-2,3.616523743E-2
1.766267552E1,-1.887239516E-3,6.323570013E-2,6.632423401E-2
1.767283788E1,-1.574178040E-2,6.878467649E-2,6.283378601E-2
1.768300023E1,-1.550185680E-2,7.155601680E-2,7.383346558E-3
1.769319310E1,-2.213238180E-2,6.260085851E-2,-2.342128754E-2
1.770335545E1,-2.589465678E-2,4.480133206E-2,-6.424903870E-3
1.771351781E1,-1.782581210E-2,2.242965251E-2,1.024627686E-2
1.772368016E1,-1.954567432E-2,1.656656712E-2,1.716518402E-2
1.773384251E1,-9.564407170E-3,1.497009397E-2,-6.782531738E-3
1.774400487E1,2.168565989E-4,2.732989192E-2,-6.588935852E-3
1.775416722E1,7.682643831E-3,4.630349576E-2,6.370544434E-4
1.776432958E1,-6.245650351E-3,6.226500124E-2,5.411148071E-3
1.777449193E1,-2.451608330E-2,6.849103421E-2,3.024101257E-3
1.778465428E1,-1.878977567E-2,6.282861531E-2,-1.355934143E-2
1.779481664E1,-2.508900315E-2,6.213436276E-2,8.897781372E-4
1.780497899E1,-2.178716660E-2,6.144236028E-2,1.038360596E-2
1.781517186E1,-3.296298534E-2,5.379551649E-2,-1.622200012E-3
1.782533421E1,-3.226543963E-2,4.653344303E-2,-1.337432861E-2
1.783549657E1,-3.648585081E-2,3.964325786E-2,-1.311111450E-2
1.784565892E1,-3.584473580E-2,3.788893670E-2,-1.291370392E-2
1.785582127E1,-2.327402681E-2,4.329061508E-2,6.254196167E-3
1.786598363E1,-1.760262251E-2,4.620054364E-2,1.087093353E-2
1.787614598E1,-2.329396456E-2,5.379049480E-2,5.955696106E-3
1.788630833E1,-3.314308077E-2,6.367905438E-2,-8.261680603E-3
1.789647069E1,-3.550510854E-2,6.662946939E-2,-1.281452179E-2
1.790663304E1,-3.293361515E-2,7.949495316E-2,-1.256561279E-2
1.791679540E1,-3.505487740E-2,6.420075893E-2,-4.825592041E-4
1.792695775E1,-3.958070278E-2,5.184143782E-2,1.610088348E-2
1.793712010E1,-2.990929782E-2,4.226933420E-2,1.641273499E-3
1.794728246E1,-2.788314223E-2,4.006561637E-2,-1.492404938E-2
1.795747533E1,-1.193387061E-2,4.514914751E-2,-2.884006500E-2
1.796763768E1,3.784745932E-3,5.275601149E-2,-1.888942719E-2
1.797780003E1,1.508427411E-2,5.342739820E-2,9.809494019E-3
1.798796239E1,2.447733283E-2,4.224132001E-2,4.266834259E-2
1.799812474E1,3.250159323E-3,5.953165889E-2,4.667663574E-2
1.800828709E1,-1.740685105E-2,5.992685258E-2,-1.420974731E-3
1.801844945E1,-4.723624885E-2,5.133861303E-2,-2.973651886E-2
1.802861180E1,-4.579164088E-2,5.764265358E-2,-2.208995819E-2
1.803877416E1,-4.475742579E-2,5.719585717E-2,2.318096161E-2
1.804893651E1,-4.884929210E-2,6.637525558E-2,-9.975433350E-4
1.805909886E1,-1.255840063E-2,7.133315504E-2,-9.320068359E-2
1.806929173E1,3.354448825E-2,7.555496693E-2,-3.481197357E-2
1.807945409E1,5.359452963E-2,6.176157296E-2,6.972599030E-2
1.808961644E1,3.754034638E-2,5.984191597E-2,7.083797455E-2
1.809977879E1,-2.187902480E-2,2.924717963E-2,8.146381378E-2
1.810994115E1,-4.794118553E-2,2.061188221E-2,2.549552917E-2
1.812010350E1,-3.085071594E-2,4.139898717E-2,-1.617889404E-1
1.813026585E1,4.875436425E-3,4.073567688E-2,-2.961807251E-1
1.814042821E1,2.641915530E-2,2.689342201E-2,-2.179393768E-1
1.815059056E1,-3.875894845E-2,9.270608425E-4,-8.891105652E-3
1.816075291E1,-1.173355207E-1,-1.914151013E-3,1.114978790E-1
1.817091527E1,-1.276567876E-1,2.769134194E-2,1.070747375E-1
1.818107762E1,-1.017386541E-1,6.096027792E-2,2.481269836E-2
1.819127049E1,-5.748887360E-2,8.918932825E-2,-2.764701843E-2
1.820143285E1,-2.259652317E-2,1.014317125E-1,-2.721881866E-2
1.821159520E1,-4.652373493E-3,8.448322862E-2,2.287101746E-2
1.822175755E1,-2.689137310E-2,5.307557434E-2,6.975650787E-2
1.823191991E1,-3.636244684E-2,1.227677613E-2,9.455204010E-2
1.824208226E1,-5.237676203E-2,-6.505914032E-3,7.401371002E-2
1.825224461E1,-5.377211422E-2,1.360800117E-2,2.079772949E-2
1.826240697E1,-4.817383736E-2,2.526040375E-2,-2.683925629E-2
1.827256932E1,-2.660996467E-2,5.746792257E-2,-2.873706818E-2
1.828273167E1,-3.890149295E-3,8.572261781E-2,-9.396553040E-3
1.829289403E1,1.336276531E-3,8.331707865E-2,2.849292755E-2
1.830305638E1,1.821036637E-2,6.163256615E-2,5.397605896E-2
1.831321874E1,5.208048224E-2,4.386604577E-2,7.192516327E-2
1.832338109E1,6.976060569E-2,3.896436840E-2,5.890178680E-2
1.833354344E1,6.915285438E-2,4.913257807E-2,4.611873627E-2
1.834370580E1,6.207090244E-2,5.774345249E-2,4.544162750E-2
1.835386815E1,6.499610841E-2,6.515956670E-2,3.757476807E-2
1.836406102E1,6.346058100E-2,6.950461864E-2,4.418754578E-2
1.837422337E1,3.107460588E-2,7.599470019E-2,1.214771271E-1
1.838438573E1,-2.664959431E-2,6.762503833E-2,1.004037857E-1
1.839454808E1,-1.674885303E-2,6.191695482E-2,-3.129863739E-2
1.840471043E1,-1.167573780E-2,4.616234452E-2,-8.265399933E-2
1.841487279E1,-4.820333421E-2,4.004744440E-2,-5.052089691E-2
1.842503514E1,-7.166387141E-2,4.792798311E-2,-8.201599121E-5
1.843519749E1,-4.779968411E-2,8.321632445E-2,9.230613708E-3
1.844535985E1,-2.549512684E-2,1.050261110E-1,-2.412033081E-2
1.845552220E1,-1.141470671E-2,1.159417778E-1,-9.948635101E-2
1.846568456E1,-1.830104738E-2,1.142181233E-1,-1.260814667E-1
1.847584691E1,-4.208748788E-2,7.358452678E-2,5.104255676E-2
1.848600926E1,-4.704322666E-2,3.246037290E-2,2.746820450E-1
1.849620213E1,-5.428615957E-2,3.132413700E-2,2.934513092E-1
1.850636449E1,-4.913278669E-2,4.836252704E-2,1.229877472E-1
1.851652684E1,-2.889208496E-2,5.692667142E-2,-4.316329956E-3
1.852668919E1,3.273896873E-3,5.389335006E-2,1.957893372E-2
1.853685155E1,7.773190737E-5,4.403135180E-2,1.280889511E-1
1.854701390E1,-1.171135902E-2,4.041261226E-2,1.849184036E-1
1.855717625E1,-5.127009749E-2,3.316356987E-2,1.085014343E-1
1.856733861E1,-5.752545595E-2,2.131707966E-2,-3.745841980E-2
1.857750096E1,-4.130500555E-2,8.814092726E-3,-1.478624344E-1
1.858766332E1,-1.967708021E-2,3.199648857E-2,-1.476325989E-1
1.859782567E1,-1.638516784E-3,4.957771301E-2,-5.762386322E-2
1.860798802E1,-2.133896947E-2,4.832796007E-2,2.842903137E-2
1.861818089E1,-4.908826947E-2,4.176419973E-2,5.158424377E-2
1.862834325E1,-4.709218442E-2,2.948520705E-2,3.895473480E-2
1.863850560E1,-3.527300060E-2,1.178286597E-2,2.656364441E-2
1.864866795E1,-9.754255414E-3,1.492068172E-2,-3.303241730E-2
1.865883031E1,-4.477351904E-3,-8.091526106E-3,-1.128530502E-1
1.866899266E1,-5.250188708E-2,-8.846269920E-3,-1.581382751E-1
1.867915501E1,-1.221567690E-1,-8.665297180E-3,-1.342344284E-1
1.868931737E1,-1.823031008E-1,-1.014905050E-2,-8.468246460E-2
1.869947972E1,-2.047465742E-1,-2.567660064E-3,-4.547595978E-2
1.870964208E1,-2.113326341E-1,1.985255629E-3,-2.817821503E-2
1.871980443E1,-1.995327473E-1,1.005705446E-3,6.399154663E-4
1.872996678E1,-1.405200511E-1,1.348663121E-2,5.273818970E-4
1.874012914E1,-7.456175983E-2,4.208504409E-2,-3.738689423E-2
1.875032201E1,-8.447438478E-3,3.241844103E-2,-9.592342377E-2
1.876048436E1,5.252021551E-2,3.781194985E-2,-1.345367432E-1
1.877064671E1,8.623266220E-2,3.933884203E-2,-1.487903595E-1
1.878080907E1,1.302381754E-1,1.743149012E-2,-1.061048508E-1
1.879097142E1,1.229233891E-1,-2.125906199E-2,-9.729290009E-2
1.880113377E1,9.107591212E-2,-6.990861148E-2,-1.311731339E-1
1.881129613E1,1.677720249E-2,-9.484776855E-2,-7.452678680E-2
1.882145848E1,-4.713109881E-2,-1.042439118E-1,1.584663391E-1
1.883162083E1,-5.995856225E-2,-5.521368980E-2,3.991155624E-1
1.884178319E1,-2.637539804E-2,3.810423613E-2,3.541755676E-1
1.885194554E1,2.216848731E-2,1.222065985E-1,8.578300476E-2
1.886210790E1,5.381489545E-2,1.852257401E-1,-6.445789337E-2
1.887230077E1,8.257233351E-2,1.944744587E-1,-3.260898590E-2
1.888246312E1,1.366996020E-1,1.746382564E-1,2.242851257E-2
1.889262547E1,1.619471163E-1,1.252537370E-1,9.056949615E-2
1.890278783E1,1.305841357E-1,5.790608004E-2,3.736495972E-3
1.891295018E1,8.597666025E-2,-1.237963885E-2,-2.564163208E-1
1.892311253E1,1.197903007E-1,-4.840867594E-2,-4.481039047E-1
1.893327489E1,1.227257773E-1,-6.522503495E-2,-3.313941956E-1
1.894343724E1,9.260453284E-2,-7.331499457E-2,-1.973438263E-2
1.895359959E1,4.064840078E-2,-5.079219490E-2,1.572828293E-1
1.896376195E1,2.182310820E-2,3.618299961E-4,1.002216339E-1
1.897392430E1,-1.006304473E-2,8.430583775E-2,1.121711731E-2
1.898408666E1,-7.354949415E-2,1.482872069E-1,-3.378868103E-2
1.899424901E1,-1.609853506E-1,1.866635382E-1,4.822731018E-3
1.900441136E1,-1.398068666E-1,2.023424804E-1,1.064052582E-1
1.901460423E1,9.420096874E-3,1.784397364E-1,8.572292328E-2
1.902476659E1,1.024050191E-1,1.136638671E-1,2.057170868E-2
1.903492894E1,1.002321988E-1,5.460408330E-2,2.032756805E-2
1.904509129E1,2.242296934E-3,-3.102555871E-3,3.421974182E-2
1.905525365E1,-1.185535416E-1,-5.939428508E-2,2.902317047E-2
1.906541600E1,-2.243024707E-1,-4.326428473E-2,2.396488190E-2
1.907557835E1,-2.756670713E-1,-3.404791653E-2,-4.680633545E-3
1.908574071E1,-2.770082355E-1,9.069502354E-3,-6.899452209E-2
1.909590306E1,-2.386393249E-1,8.326663077E-2,-1.030874252E-1
1.910606541E1,-1.680396795E-1,1.213075072E-1,-6.801414490E-2
1.911622777E1,-7.972556353E-2,9.918792546E-2,-1.247882843E-2
1.912639012E1,1.278801262E-2,4.984536767E-2,-2.823829651E-3
1.913655248E1,1.200551242E-1,-7.660865784E-3,-7.855224609E-2
1.914674535E1,2.143288553E-1,-2.752569318E-2,-4.381275177E-2
1.915690770E1,1.963939667E-1,-3.164224327E-2,1.294021606E-1
1.916707005E1,1.633280218E-1,-1.913884282E-2,6.303119659E-2
1.917723241E1,1.467283666E-1,-5.826920271E-3,-1.507768631E-1
1.918739476E1,1.226064414E-1,4.643303156E-2,-2.000017166E-1
1.919755711E1,5.472902954E-2,7.393203676E-2,-1.090612411E-1
1.920771947E1,-4.112914205E-2,7.360105217E-2,-3.395557404E-2
1.921788182E1,-1.554390788E-1,8.934147656E-2,3.053188324E-2
1.922804417E1,-2.334356755E-1,8.211132884E-2,1.222553253E-1
1.923820653E1,-2.281284630E-1,1.010800302E-1,1.578969955E-1
1.924836888E1,-1.620839834E-1,1.365028322E-1,8.417034149E-2
1.925853124E1,-7.223795354E-2,1.633151174E-1,7.065773010E-3
1.926872411E1,2.645589411E-2,1.429962814E-1,-1.442050934E-2
1.927888646E1,1.175095290E-1,8.396975696E-2,-1.197147369E-2
1.928904881E1,1.429804415E-1,1.031741500E-2,-2.397537231E-3
1.929921117E1,1.030918360E-1,-6.379318237E-2,7.085800171E-3
1.930937352E1,5.888120830E-2,-1.013132036E-1,3.057098389E-2
1.931953587E1,1.011273265E-2,-1.011128649E-1,3.473854065E-2
1.932969823E1,-1.357665658E-2,-7.100135088E-2,-3.670692444E-3
1.933986058E1,-4.678218067E-2,-1.298184693E-2,-3.434467316E-2
1.935002293E1,-6.141676009E-2,5.877639353E-2,-3.144168854E-2
1.936018529E1,-7.889938354E-2,1.088342071E-1,-2.150726318E-2
1.937034764E1,-9.440010786E-2,1.374329925E-1,-2.355861664E-2
1.938054051E1,-1.052799672E-1,1.377094984E-1,-6.611824036E-3
1.939070287E1,-1.117174625E-1,1.051858962E-1,2.654838562E-2
1.940086522E1,-9.252618253E-2,7.782505453E-2,6.149959564E-2
1.941102757E1,-6.463034451E-2,5.502033979E-2,6.752395630E-2
1.942118993E1,-4.416906834E-2,3.659948707E-2,4.028129578E-2
1.943135228E1,-3.761757910E-2,2.973745018E-2,2.771759033E-2
1.944151463E1,-2.079673111E-2,3.199810535E-2,3.434371948E-2
1.945167699E1,-1.259827614E-2,2.688203007E-2,3.371334076E-2
1.946183934E1,-1.071405411E-2,2.627832443E-2,1.186561584E-2
1.947200169E1,-1.542545855E-2,2.822908387E-2,-2.552986145E-3
1.948216405E1,-2.487030625E-2,3.329860792E-2,-2.140235901E-2
1.949232640E1,-1.551075280E-2,2.958149090E-2,-2.575778961E-2
1.950251927E1,-2.071556449E-2,3.629474342E-2,-2.061653137E-2
1.951268163E1,-2.599881589E-2,4.365121201E-2,1.055717468E-3
1.952284398E1,-3.136394918E-2,4.663108289E-2,5.772590637E-3
1.953300633E1,-2.041931450E-2,4.527504742E-2,5.675315857E-3
1.954316869E1,-2.649602294E-2,5.348725244E-2,8.811950684E-4
1.955333104E1,-2.565579116E-2,4.516869411E-2,-3.858566284E-3
1.956349339E1,-1.802721620E-2,3.243284300E-2,-2.032756805E-2
1.957365575E1,-1.121684909E-3,3.420761973E-2,-1.294136047E-2
1.958381810E1,2.965778112E-2,1.217860729E-2,3.829002380E-3
1.959398045E1,3.645350039E-2,1.972004771E-3,2.978801727E-2
1.960414281E1,1.531204581E-2,3.104709089E-3,4.344558716E-2
1.961430516E1,-4.282356799E-2,2.004912496E-2,2.151775360E-2
1.962446751E1,-8.281672001E-2,3.611889482E-2,-1.898670197E-2
1.963462987E1,-9.630613029E-2,6.610354781E-2,-4.931354523E-2
1.964479222E1,-9.188741446E-2,8.646887541E-2,-3.189563751E-2
1.965495458E1,-7.530474663E-2,8.309880644E-2,1.682281494E-3
1.966514745E1,-2.718284726E-2,8.020731062E-2,-6.470584869E-2
1.967530980E1,5.339156091E-2,6.669792533E-2,-1.439819336E-1
1.968547215E1,8.419302106E-2,2.912075445E-2,-4.916667938E-2
1.969563451E1,4.970215261E-2,-5.159322172E-4,9.097003937E-2
1.970579686E1,-7.336929440E-3,-3.778670356E-2,1.058692932E-1
1.971595921E1,-5.878926814E-2,-6.128486991E-2,5.671787262E-2
1.972612157E1,-9.048555791E-2,-4.666218534E-2,-9.080410004E-2
1.973628392E1,-7.966440916E-2,9.253656492E-3,-2.216081619E-1
1.974644627E1,-7.266899943E-2,5.009897053E-2,-1.988649368E-1
1.975660863E1,-8.691348135E-2,8.994209021E-2,-3.718376160E-2
1.976677098E1,-1.120107323E-1,9.379576892E-2,1.311101913E-1
1.977693333E1,-6.531086564E-2,8.629730344E-2,2.043046951E-1
1.978709569E1,-1.970528066E-2,7.585835457E-2,1.463470459E-1
1.979728856E1,3.412483633E-2,7.288055122E-2,2.564144135E-2
1.980745091E1,5.911292136E-2,7.182376087E-2,-7.170581818E-2
1.981761327E1,5.028453469E-2,4.275774583E-2,-1.012058258E-1
1.982777562E1,2.768412232E-2,1.467245072E-2,-5.930423737E-2
1.983793797E1,-1.492640376E-2,-1.023824140E-2,-3.475093842E-2
1.984810033E1,-4.656486213E-2,-2.303864248E-2,-5.074214935E-2
1.985826268E1,-7.261905074E-2,-2.842838503E-2,-1.113348007E-1
1.986842503E1,-8.652950823E-2,-6.999406964E-3,-1.519889832E-1
1.987858739E1,-5.096894503E-2,7.958544418E-3,-1.351709366E-1
1.988874974E1,-4.266113043E-3,2.572900802E-2,-3.116703033E-2
1.989891209E1,3.224556148E-2,4.286247119E-2,8.045864105E-2
1.990910496E1,4.716292024E-2,5.126732215E-2,1.026687622E-1
1.991926732E1,3.360424936E-2,4.616814852E-2,6.313514709E-2
1.992942967E1,1.071242988E-2,4.266332835E-2,7.718086243E-3
1.993959203E1,-5.088910460E-3,4.857697710E-2,-1.837158203E-2
1.994975438E1,-4.358649254E-3,4.273653403E-2,-3.223609924E-2
1.995991673E1,-6.254732609E-3,4.922870919E-2,-4.351520538E-2
1.997007909E1,1.769793034E-2,5.834451690E-2,-5.217647552E-2
1.998024144E1,-8.713766932E-3,5.569131300E-2,4.581451416E-2
1.999040379E1,-5.362702906E-2,4.778959230E-2,1.560583115E-1
2.000056615E1,-5.707308650E-2,4.329807684E-2,7.526493073E-2
2.001072850E1,-1.494644582E-2,5.022259057E-2,-8.906078339E-2
2.002089085E1,7.405102253E-3,5.599274859E-2,-1.488599777E-1
2.003108373E1,-3.539587557E-2,4.951755702E-2,-8.954238892E-2
2.004124608E1,-8.073836565E-2,5.427373201E-2,-6.427764893E-4
2.005140843E1,-8.284614980E-2,5.933017284E-2,5.603313446E-2
2.006157078E1,-4.651291668E-2,6.173593551E-2,4.795646667E-2
2.007173314E1,-6.045654416E-3,5.427785963E-2,3.293323517E-2
2.008189549E1,1.191131771E-2,4.911537468E-2,4.180717468E-2
2.009205785E1,7.541716099E-3,4.610717297E-2,6.946849823E-2
2.010222020E1,5.125299096E-3,4.476825893E-2,7.060432434E-2
2.011238255E1,-1.623843610E-2,4.748830572E-2,4.570198059E-2
2.012254491E1,-4.460029304E-2,4.272900522E-2,2.359104156E-2
2.013270726E1,-5.834400654E-2,3.082868084E-2,-4.549026489E-4
2.014286961E1,-5.281825364E-2,4.250971973E-2,-7.584571838E-3
2.015303197E1,-4.468163848E-2,3.484113887E-2,9.099960327E-3
2.016322484E1,-3.148601949E-2,4.352245480E-2,8.904457092E-3
2.017338719E1,-2.287411690E-2,5.416375771E-2,8.740425110E-3
2.018354954E1,-2.361746132E-2,5.032204464E-2,-3.232002258E-3
2.019371190E1,-9.986758232E-3,4.666116834E-2,-1.498699188E-2
2.020387425E1,-2.485758066E-2,4.581769928E-2,-7.675170898E-3
2.021403661E1,-1.562079787E-2,4.777715728E-2,-5.214691162E-3
2.022419896E1,-2.045838535E-2,4.995965958E-2,1.142787933E-2
2.023436131E1,-3.210318089E-2,4.503596574E-2,4.177093506E-3
2.024452367E1,-2.220775187E-2,4.022378474E-2,1.760482788E-3
2.025468602E1,-1.948566735E-2,5.439283699E-2,-7.705688477E-3
2.026484837E1,-2.137798071E-2,5.205585808E-2,4.259109497E-3
2.027501073E1,-2.103877068E-2,5.921967328E-2,1.823425293E-3
2.028517308E1,-3.273586929E-2,4.721588641E-2,-5.559921265E-4
2.029536595E1,-2.802197635E-2,3.519400209E-2,1.131534576E-2
2.030552831E1,-2.585767210E-2,3.495154530E-2,1.582241058E-2
2.031569066E1,-2.388390899E-2,4.618849605E-2,6.119728088E-3
2.032585301E1,-1.243108511E-2,4.308715463E-2,-1.053142548E-2
2.033601537E1,-1.042133570E-2,4.729289562E-2,-1.266384125E-2
2.034617772E1,-1.534533501E-2,5.414699018E-2,-1.719474792E-2
2.035634007E1,-1.078635454E-3,5.417973548E-2,-5.102157593E-3
2.036650243E1,-3.574416041E-3,5.913449824E-2,-4.989624023E-3
2.037666478E1,-5.634769797E-3,5.686884373E-2,9.291648865E-3
2.038682713E1,-1.186786592E-2,4.287106544E-2,1.154041290E-2
2.039698949E1,-1.290400326E-2,4.331824929E-2,4.296302795E-3
2.040715184E1,-9.095072746E-3,4.629456252E-2,9.031295776E-3
2.041731419E1,-1.270265877E-2,3.978960961E-2,3.497123718E-2
2.042750706E1,-1.880657673E-2,4.499830306E-2,6.038093567E-2
2.043766942E1,-3.220592439E-2,4.492034018E-2,4.519367218E-2
2.044783177E1,-5.493606627E-2,5.651127547E-2,9.026527405E-3
2.045799413E1,-3.715366125E-2,4.885339737E-2,-1.230144501E-2
2.046815648E1,-4.127833247E-2,3.932698816E-2,2.082824707E-3
2.047831883E1,-4.814384878E-2,5.848468840E-2,3.033161163E-2
